wilayah,waktu,cuaca,kelembaban_min,kelembaban_max,kelembaban_mean,suhu_min,suhu_max,suhu_mean
Jakarta Timur,Dini Hari,Hujan Sedang,65,95,80.0,25,33,29.0
Jakarta Timur,Malam,Hujan Ringan,65,95,80.0,25,33,29.0
Jakarta Timur,Pagi,Berawan Tebal,65,95,80.0,25,33,29.0
Jakarta Timur,Siang,Berawan,65,95,80.0,25,33,29.0
Jakarta Utara,Dini Hari,Hujan Ringan,65,95,80.0,25,33,29.0
Jakarta Utara,Malam,Hujan Ringan,65,95,80.0,25,33,29.0
Jakarta Utara,Pagi,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Utara,Siang,Berawan,65,95,80.0,25,33,29.0
Kepulauan Seribu,Dini Hari,Hujan Sedang,65,95,80.0,25,33,29.0
Kepulauan Seribu,Malam,Hujan Sedang,65,95,80.0,25,33,29.0
Kepulauan Seribu,Pagi,Berawan Tebal,65,95,80.0,25,33,29.0
Kepulauan Seribu,Siang,Berawan,65,95,80.0,25,33,29.0
Jakarta Barat,Dini Hari,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Barat,Malam,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Barat,Pagi,Hujan Sedang,60,100,80.0,22,32,27.0
Jakarta Barat,Siang,Berawan,60,100,80.0,22,32,27.0
Jakarta Pusat,Dini Hari,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Pusat,Malam,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Pusat,Pagi,Hujan Ringan,60,100,80.0,22,32,27.0
Jakarta Pusat,Siang,Hujan Ringan,60,100,80.0,22,32,27.0
Jakarta Selatan,Dini Hari,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Selatan,Malam,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Selatan,Pagi,Hujan Ringan,60,100,80.0,22,32,27.0
Jakarta Selatan,Siang,Hujan Sedang,60,100,80.0,22,32,27.0
Jakarta Timur,Dini Hari,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Timur,Malam,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Timur,Pagi,Hujan Ringan,60,100,80.0,22,32,27.0
Jakarta Timur,Siang,Hujan Ringan,60,100,80.0,22,32,27.0
Jakarta Utara,Dini Hari,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Utara,Malam,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Utara,Pagi,Hujan Ringan,60,100,80.0,22,32,27.0
Jakarta Utara,Siang,Hujan Ringan,60,100,80.0,22,32,27.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,60,100,80.0,22,32,27.0
Kepulauan Seribu,Malam,Hujan Lokal,60,100,80.0,22,32,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,60,100,80.0,22,32,27.0
Kepulauan Seribu,Siang,Hujan Lokal,60,100,80.0,22,32,27.0
Jakarta Barat,Dini Hari,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Barat,Malam,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Barat,Pagi,Hujan Sedang,65,100,82.5,22,31,26.5
Jakarta Barat,Siang,Hujan Ringan,65,100,82.5,22,31,26.5
Jakarta Pusat,Dini Hari,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Pusat,Malam,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Pusat,Pagi,Hujan Sedang,65,100,82.5,22,31,26.5
Jakarta Pusat,Siang,Hujan Ringan,65,100,82.5,22,31,26.5
Jakarta Selatan,Dini Hari,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Selatan,Malam,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Selatan,Pagi,Hujan Sedang,65,100,82.5,22,31,26.5
Jakarta Selatan,Siang,Hujan Ringan,65,100,82.5,22,31,26.5
Jakarta Timur,Dini Hari,Berawan Tebal,65,100,82.5,22,31,26.5
Jakarta Timur,Malam,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Timur,Pagi,Hujan Sedang,65,100,82.5,22,31,26.5
Jakarta Timur,Siang,Hujan Ringan,65,100,82.5,22,31,26.5
Jakarta Utara,Dini Hari,Berawan Tebal,65,100,82.5,22,31,26.5
Jakarta Utara,Malam,Hujan Lokal,65,100,82.5,22,31,26.5
Jakarta Utara,Pagi,Hujan Sedang,65,100,82.5,22,31,26.5
Jakarta Utara,Siang,Hujan Ringan,65,100,82.5,22,31,26.5
Kepulauan Seribu,Dini Hari,Berawan Tebal,65,100,82.5,22,31,26.5
Kepulauan Seribu,Malam,Hujan Lokal,65,100,82.5,22,31,26.5
Kepulauan Seribu,Pagi,Hujan Sedang,65,100,82.5,22,31,26.5
Kepulauan Seribu,Siang,Hujan Ringan,65,100,82.5,22,31,26.5
Jakarta Barat,Dini Hari,Hujan Petir,85,100,92.5,24,31,27.5
Jakarta Barat,Malam,Hujan Sedang,85,100,92.5,24,31,27.5
Jakarta Barat,Pagi,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Barat,Siang,Hujan Lokal,85,100,92.5,24,31,27.5
Jakarta Pusat,Dini Hari,Hujan Lokal,85,100,92.5,24,31,27.5
Jakarta Pusat,Malam,Hujan Lokal,85,100,92.5,24,31,27.5
Jakarta Pusat,Pagi,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Pusat,Siang,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Selatan,Dini Hari,Hujan Lokal,85,100,92.5,24,31,27.5
Jakarta Selatan,Malam,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Selatan,Pagi,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Selatan,Siang,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Timur,Dini Hari,Hujan Lokal,85,100,92.5,24,31,27.5
Jakarta Timur,Malam,Hujan Lokal,85,100,92.5,24,31,27.5
Jakarta Timur,Pagi,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Timur,Siang,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Utara,Dini Hari,Hujan Lokal,85,100,92.5,24,31,27.5
Jakarta Utara,Malam,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Utara,Pagi,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Utara,Siang,Hujan Ringan,85,100,92.5,24,31,27.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,85,100,92.5,24,31,27.5
Kepulauan Seribu,Malam,Hujan Ringan,85,100,92.5,24,31,27.5
Kepulauan Seribu,Pagi,Hujan Ringan,85,100,92.5,24,31,27.5
Kepulauan Seribu,Siang,Hujan Ringan,85,100,92.5,24,31,27.5
Jakarta Barat,Malam,Hujan Petir,60,90,75.0,24,33,28.5
Jakarta Barat,Pagi,Berawan Tebal,60,90,75.0,24,33,28.5
Jakarta Barat,Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Pusat,Malam,Hujan Petir,60,90,75.0,24,33,28.5
Jakarta Pusat,Pagi,Berawan Tebal,60,90,75.0,24,33,28.5
Jakarta Pusat,Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Selatan,Malam,Hujan Petir,60,90,75.0,24,33,28.5
Jakarta Selatan,Pagi,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Selatan,Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Timur,Malam,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Timur,Pagi,Berawan Tebal,60,90,75.0,24,33,28.5
Jakarta Timur,Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Utara,Malam,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Utara,Pagi,Berawan Tebal,60,90,75.0,24,33,28.5
Jakarta Utara,Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Kepulauan Seribu,Malam,Hujan Lokal,60,90,75.0,24,33,28.5
Kepulauan Seribu,Pagi,Berawan Tebal,60,90,75.0,24,33,28.5
Kepulauan Seribu,Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Jakarta Barat,Dini Hari,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Barat,Malam,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Barat,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Barat,Siang,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Pusat,Dini Hari,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Pusat,Malam,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Pusat,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Pusat,Siang,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Selatan,Dini Hari,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Selatan,Malam,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Selatan,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Selatan,Siang,Hujan Ringan,60,95,77.5,24,34,29.0
Jakarta Timur,Dini Hari,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Timur,Malam,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Timur,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Timur,Siang,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Utara,Dini Hari,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Utara,Malam,Hujan Petir,60,95,77.5,24,34,29.0
Jakarta Utara,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Utara,Siang,Hujan Sedang,60,95,77.5,24,34,29.0
Kepulauan Seribu,Dini Hari,Hujan Sedang,60,95,77.5,24,34,29.0
Kepulauan Seribu,Malam,Hujan Petir,60,95,77.5,24,34,29.0
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,24,34,29.0
Kepulauan Seribu,Siang,Hujan Sedang,60,95,77.5,24,34,29.0
Jakarta Barat,Dini Hari,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Barat,Malam,Hujan Lokal,60,95,77.5,23,32,27.5
Jakarta Barat,Pagi,Hujan Petir,60,95,77.5,23,32,27.5
Jakarta Barat,Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Pusat,Dini Hari,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Pusat,Malam,Hujan Lokal,60,95,77.5,23,32,27.5
Jakarta Pusat,Pagi,Hujan Petir,60,95,77.5,23,32,27.5
Jakarta Pusat,Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Selatan,Dini Hari,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Selatan,Malam,Hujan Lokal,60,95,77.5,23,32,27.5
Jakarta Selatan,Pagi,Hujan Petir,60,95,77.5,23,32,27.5
Jakarta Selatan,Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Timur,Dini Hari,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Timur,Malam,Hujan Lokal,60,95,77.5,23,32,27.5
Jakarta Timur,Pagi,Hujan Petir,60,95,77.5,23,32,27.5
Jakarta Timur,Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Utara,Dini Hari,Berawan Tebal,60,95,77.5,23,32,27.5
Jakarta Utara,Malam,Hujan Lokal,60,95,77.5,23,32,27.5
Jakarta Utara,Pagi,Hujan Sedang,60,95,77.5,23,32,27.5
Jakarta Utara,Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Kepulauan Seribu,Dini Hari,Berawan Tebal,60,95,77.5,23,32,27.5
Kepulauan Seribu,Malam,Hujan Lokal,60,95,77.5,23,32,27.5
Kepulauan Seribu,Pagi,Hujan Sedang,60,95,77.5,23,32,27.5
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Jakarta Barat,Dini Hari,Hujan Ringan,90,95,92.5,24,30,27.0
Jakarta Barat,Malam,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Barat,Pagi,Hujan Sedang,90,95,92.5,24,30,27.0
Jakarta Barat,Siang,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Pusat,Dini Hari,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Pusat,Malam,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Pusat,Pagi,Hujan Lokal,90,95,92.5,24,30,27.0
Jakarta Pusat,Siang,Berawan,90,95,92.5,24,30,27.0
Jakarta Selatan,Dini Hari,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Selatan,Malam,Hujan Ringan,90,95,92.5,24,30,27.0
Jakarta Selatan,Pagi,Hujan Sedang,90,95,92.5,24,30,27.0
Jakarta Selatan,Siang,Hujan Ringan,90,95,92.5,24,30,27.0
Jakarta Timur,Dini Hari,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Timur,Malam,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Timur,Pagi,Hujan Lokal,90,95,92.5,24,30,27.0
Jakarta Timur,Siang,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Utara,Dini Hari,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Utara,Malam,Berawan Tebal,90,95,92.5,24,30,27.0
Jakarta Utara,Pagi,Hujan Lokal,90,95,92.5,24,30,27.0
Jakarta Utara,Siang,Hujan Ringan,90,95,92.5,24,30,27.0
Kepulauan Seribu,Dini Hari,Hujan Ringan,90,95,92.5,24,30,27.0
Kepulauan Seribu,Malam,Berawan Tebal,90,95,92.5,24,30,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,90,95,92.5,24,30,27.0
Kepulauan Seribu,Siang,Hujan Ringan,90,95,92.5,24,30,27.0
Jakarta Barat,Dini Hari,Hujan Sedang,60,95,77.5,23,31,27.0
Jakarta Barat,Malam,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Barat,Pagi,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Barat,Siang,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Pusat,Dini Hari,Hujan Sedang,60,95,77.5,23,31,27.0
Jakarta Pusat,Malam,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Pusat,Pagi,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Pusat,Siang,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Selatan,Dini Hari,Hujan Sedang,60,95,77.5,23,31,27.0
Jakarta Selatan,Malam,Berawan,60,95,77.5,23,31,27.0
Jakarta Selatan,Pagi,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Selatan,Siang,Berawan,60,95,77.5,23,31,27.0
Jakarta Timur,Dini Hari,Hujan Sedang,60,95,77.5,23,31,27.0
Jakarta Timur,Malam,Berawan,60,95,77.5,23,31,27.0
Jakarta Timur,Pagi,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Timur,Siang,Berawan,60,95,77.5,23,31,27.0
Jakarta Utara,Dini Hari,Hujan Sedang,60,95,77.5,23,31,27.0
Jakarta Utara,Malam,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Utara,Pagi,Berawan Tebal,60,95,77.5,23,31,27.0
Jakarta Utara,Siang,Hujan Ringan,60,95,77.5,23,31,27.0
Kepulauan Seribu,Dini Hari,Hujan Ringan,60,95,77.5,23,31,27.0
Kepulauan Seribu,Malam,Hujan Sedang,60,95,77.5,23,31,27.0
Kepulauan Seribu,Pagi,Berawan,60,95,77.5,23,31,27.0
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,23,31,27.0
Jakarta Barat,Dini Hari,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Barat,Malam,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Barat,Pagi,Hujan Lokal,75,95,85.0,27,32,29.5
Jakarta Barat,Siang,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Pusat,Dini Hari,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Pusat,Malam,Cerah Berawan,75,95,85.0,27,32,29.5
Jakarta Pusat,Pagi,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Pusat,Siang,Hujan Lokal,75,95,85.0,27,32,29.5
Jakarta Selatan,Dini Hari,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Selatan,Malam,Cerah Berawan,75,95,85.0,27,32,29.5
Jakarta Selatan,Pagi,Berawan,75,95,85.0,27,32,29.5
Jakarta Selatan,Siang,Hujan Lokal,75,95,85.0,27,32,29.5
Jakarta Timur,Dini Hari,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Timur,Malam,Cerah Berawan,75,95,85.0,27,32,29.5
Jakarta Timur,Pagi,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Timur,Siang,Hujan Lokal,75,95,85.0,27,32,29.5
Jakarta Utara,Dini Hari,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Utara,Malam,Cerah Berawan,75,95,85.0,27,32,29.5
Jakarta Utara,Pagi,Berawan Tebal,75,95,85.0,27,32,29.5
Jakarta Utara,Siang,Hujan Lokal,75,95,85.0,27,32,29.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,75,95,85.0,27,32,29.5
Kepulauan Seribu,Malam,Hujan Lokal,75,95,85.0,27,32,29.5
Kepulauan Seribu,Pagi,Hujan Lokal,75,95,85.0,27,32,29.5
Kepulauan Seribu,Siang,Hujan Lokal,75,95,85.0,27,32,29.5
Jakarta Barat,Dini Hari,Berawan Tebal,70,95,82.5,22,33,27.5
Jakarta Barat,Malam,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Barat,Pagi,Hujan Ringan,70,95,82.5,22,33,27.5
Jakarta Barat,Siang,Hujan Ringan,70,95,82.5,22,33,27.5
Jakarta Pusat,Dini Hari,Berawan Tebal,70,95,82.5,22,33,27.5
Jakarta Pusat,Malam,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Pusat,Pagi,Hujan Ringan,70,95,82.5,22,33,27.5
Jakarta Pusat,Siang,Hujan Ringan,70,95,82.5,22,33,27.5
Jakarta Selatan,Dini Hari,Hujan Ringan,70,95,82.5,22,33,27.5
Jakarta Selatan,Malam,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Selatan,Pagi,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Selatan,Siang,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Timur,Dini Hari,Berawan Tebal,70,95,82.5,22,33,27.5
Jakarta Timur,Malam,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Timur,Pagi,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Timur,Siang,Hujan Lokal,70,95,82.5,22,33,27.5
Jakarta Utara,Dini Hari,Hujan Ringan,70,95,82.5,22,33,27.5
Jakarta Utara,Malam,Berawan,70,95,82.5,22,33,27.5
Jakarta Utara,Pagi,Hujan Sedang,70,95,82.5,22,33,27.5
Jakarta Utara,Siang,Hujan Sedang,70,95,82.5,22,33,27.5
Kepulauan Seribu,Dini Hari,Hujan Ringan,70,95,82.5,22,33,27.5
Kepulauan Seribu,Malam,Berawan,70,95,82.5,22,33,27.5
Kepulauan Seribu,Pagi,Hujan Sedang,70,95,82.5,22,33,27.5
Kepulauan Seribu,Siang,Berawan,70,95,82.5,22,33,27.5
Jakarta Barat,Dini Hari,Cerah Berawan,60,95,77.5,22,32,27.0
Jakarta Barat,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Barat,Pagi,Hujan Lokal,60,95,77.5,22,32,27.0
Jakarta Barat,Siang,Hujan Lokal,60,95,77.5,22,32,27.0
Jakarta Pusat,Dini Hari,Berawan,60,95,77.5,22,32,27.0
Jakarta Pusat,Malam,Hujan Lokal,60,95,77.5,22,32,27.0
Jakarta Pusat,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Pusat,Siang,Hujan Lokal,60,95,77.5,22,32,27.0
Jakarta Selatan,Dini Hari,Cerah Berawan,60,95,77.5,22,32,27.0
Jakarta Selatan,Malam,Hujan Lokal,60,95,77.5,22,32,27.0
Jakarta Selatan,Pagi,Hujan Lokal,60,95,77.5,22,32,27.0
Jakarta Selatan,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Timur,Dini Hari,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Timur,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Timur,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Timur,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Utara,Dini Hari,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Utara,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Utara,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Utara,Siang,Hujan Lokal,60,95,77.5,22,32,27.0
Kepulauan Seribu,Dini Hari,Hujan Petir,60,95,77.5,22,32,27.0
Kepulauan Seribu,Malam,Hujan Sedang,60,95,77.5,22,32,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,22,32,27.0
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Barat,Dini Hari,Berawan,65,95,80.0,24,32,28.0
Jakarta Barat,Malam,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Barat,Pagi,Hujan Sedang,65,95,80.0,24,32,28.0
Jakarta Barat,Siang,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Pusat,Dini Hari,Berawan,65,95,80.0,24,32,28.0
Jakarta Pusat,Malam,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Pusat,Pagi,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Pusat,Siang,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Selatan,Dini Hari,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Selatan,Malam,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Selatan,Pagi,Hujan Sedang,65,95,80.0,24,32,28.0
Jakarta Selatan,Siang,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Timur,Dini Hari,Berawan,65,95,80.0,24,32,28.0
Jakarta Timur,Malam,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Timur,Pagi,Hujan Sedang,65,95,80.0,24,32,28.0
Jakarta Timur,Siang,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Utara,Dini Hari,Berawan,65,95,80.0,24,32,28.0
Jakarta Utara,Malam,Hujan Sedang,65,95,80.0,24,32,28.0
Jakarta Utara,Pagi,Hujan Ringan,65,95,80.0,24,32,28.0
Jakarta Utara,Siang,Hujan Ringan,65,95,80.0,24,32,28.0
Kepulauan Seribu,Dini Hari,Hujan Ringan,65,95,80.0,24,32,28.0
Kepulauan Seribu,Malam,Hujan Sedang,65,95,80.0,24,32,28.0
Kepulauan Seribu,Pagi,Hujan Ringan,65,95,80.0,24,32,28.0
Kepulauan Seribu,Siang,Hujan Sedang,65,95,80.0,24,32,28.0
Jakarta Barat,Dini Hari,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Barat,Malam,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Barat,Pagi,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Barat,Siang,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Pusat,Dini Hari,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Pusat,Malam,Hujan Sedang,80,95,87.5,24,29,26.5
Jakarta Pusat,Pagi,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Pusat,Siang,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Selatan,Dini Hari,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Selatan,Malam,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Selatan,Pagi,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Selatan,Siang,Hujan Sedang,80,95,87.5,24,29,26.5
Jakarta Timur,Dini Hari,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Timur,Malam,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Timur,Pagi,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Timur,Siang,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Utara,Dini Hari,Hujan Ringan,80,95,87.5,24,29,26.5
Jakarta Utara,Malam,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Utara,Pagi,Hujan Sedang,80,95,87.5,24,29,26.5
Jakarta Utara,Siang,Hujan Petir,80,95,87.5,24,29,26.5
Kepulauan Seribu,Dini Hari,Hujan Petir,80,95,87.5,24,29,26.5
Kepulauan Seribu,Malam,Hujan Petir,80,95,87.5,24,29,26.5
Kepulauan Seribu,Pagi,Hujan Petir,80,95,87.5,24,29,26.5
Kepulauan Seribu,Siang,Hujan Petir,80,95,87.5,24,29,26.5
Jakarta Barat,Dini Hari,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Barat,Malam,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Barat,Pagi,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Barat,Siang,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Pusat,Dini Hari,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Pusat,Malam,Hujan Lokal,80,100,90.0,23,31,27.0
Jakarta Pusat,Pagi,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Pusat,Siang,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Selatan,Dini Hari,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Selatan,Malam,Hujan Lokal,80,100,90.0,23,31,27.0
Jakarta Selatan,Pagi,Hujan Petir,80,100,90.0,23,31,27.0
Jakarta Selatan,Siang,Hujan Lokal,80,100,90.0,23,31,27.0
Jakarta Timur,Dini Hari,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Timur,Malam,Hujan Lokal,80,100,90.0,23,31,27.0
Jakarta Timur,Pagi,Hujan Petir,80,100,90.0,23,31,27.0
Jakarta Timur,Siang,Hujan Sedang,80,100,90.0,23,31,27.0
Jakarta Utara,Dini Hari,Hujan Ringan,80,100,90.0,23,31,27.0
Jakarta Utara,Malam,Hujan Sedang,80,100,90.0,23,31,27.0
Jakarta Utara,Pagi,Hujan Sedang,80,100,90.0,23,31,27.0
Jakarta Utara,Siang,Hujan Petir,80,100,90.0,23,31,27.0
Kepulauan Seribu,Dini Hari,Hujan Petir,80,100,90.0,23,31,27.0
Kepulauan Seribu,Malam,Hujan Sedang,80,100,90.0,23,31,27.0
Kepulauan Seribu,Pagi,Hujan Petir,80,100,90.0,23,31,27.0
Kepulauan Seribu,Siang,Hujan Petir,80,100,90.0,23,31,27.0
Jakarta Barat,Dini Hari,Hujan Sedang,75,95,85.0,23,31,27.0
Jakarta Barat,Malam,Hujan Sedang,75,95,85.0,23,31,27.0
Jakarta Barat,Pagi,Hujan Sedang,75,95,85.0,23,31,27.0
Jakarta Barat,Siang,Hujan Lokal,75,95,85.0,23,31,27.0
Jakarta Pusat,Dini Hari,Hujan Sedang,75,95,85.0,23,31,27.0
Jakarta Pusat,Malam,Hujan Sedang,75,95,85.0,23,31,27.0
Jakarta Pusat,Pagi,Hujan Ringan,75,95,85.0,23,31,27.0
Jakarta Pusat,Siang,Hujan Ringan,75,95,85.0,23,31,27.0
Jakarta Selatan,Dini Hari,Hujan Sedang,75,95,85.0,23,31,27.0
Jakarta Selatan,Malam,Hujan Sedang,75,95,85.0,23,31,27.0
Jakarta Selatan,Pagi,Hujan Petir,75,95,85.0,23,31,27.0
Jakarta Selatan,Siang,Hujan Lokal,75,95,85.0,23,31,27.0
